DATE;CATEGORY;GEO;Medián;Átlag;P90gamma;P90lnorm;P90weibull;P90invgauss;CDF15gamma;CDF15lnorm;CDF15weibull;CDF15invgauss;P90;CDF15
2019-10-01;Kiemelt P1;Országos;11,616666;14,0364569826087;27,7720951269817;25,549522499303;28,51009934302;25,6736027371169;0,631909447421828;0,660865105481982;0,623012628590937;0,659263460335535;25,554494214163;0,661115711151854
2019-10-01;P1;Budapest;13,8;17,6104336294576;36,9276624876821;33,7562042847618;37,5044258809727;34,0441150614202;0,536967098595192;0,547589453498333;0,535218225255808;0,547001620508619;33,7708218952289;0,547522256106357
2019-10-01;P1;Országos;12,266666;15,3079424132047;31,396129789617;28,8083537568018;32,0188157686704;28,9829057346446;0,595141128371351;0,618707124858041;0,590028922999243;0,617373411106468;28,7845090640273;0,618768465838199
2019-10-01;P2;Budapest;20,633333;27,9026163415831;61,4418376828359;55,8326166762908;61,8839709289883;56,5274699486569;0,383726142824082;0,340529318463949;0,38685948306646;0,339272030875996;55,8454364628544;0,34075424559154
2019-10-01;P2;Országos;13,716666;18,2197855803787;39,5667731431046;36,0061088822024;39,9433335614831;36,4218963247473;0,536402284534201;0,547075301894064;0,535346852731293;0,546784795448548;36,027657268728;0,547241238972758
2019-10-01;P3;Budapest;27,9249995;37,415533004;81,8244521862385;74,4400996857321;82,4963725430025;75,2882006485402;0,287302431655784;0,208281906764338;0,294008406527637;0,201205295615399;74,4276395942773;0,208266808523996
2019-10-01;P3;Országos;16,483333;24,2369325934178;56,4501566634277;50,8096504668717;56,3529955925449;51,7554794888356;0,468744697249397;0,457330352023883;0,468446551589393;0,457035561618568;50,7888753513374;0,457239510582811
2019-11-01;Kiemelt P1;Budapest;12,35;14,7230702660099;28,6527670521421;26,3857564104337;29,5231601553348;26,5143259121227;0,604201072677771;0,628265437238389;0,595915042087146;0,627099539930154;26,4029536528421;0,628497005050677
2019-11-01;Kiemelt P1;Országos;11,783333;14,0757668634921;27,4582527913308;25,3293414354903;28,2944022491101;25,4159358541386;0,628741358556245;0,657128510172117;0,619049448598477;0,655412882994846;25,3008001304247;0,657184212342464
2019-11-01;P1;Budapest;14,233333;17,7611122605802;36,440173212664;33,4105398531302;37,1532937399167;33,6198224230214;0,524529359311577;0,531516574037122;0,522984892155474;0,531142586757738;33,3954594844214;0,531418852679486
2019-11-01;P1;Országos;12,683333;15,6127762691177;31,5616596855097;28,9707209867252;32,2727752992225;29,1454010113617;0,581970183726003;0,602481961504525;0,576891920976253;0,601505823980452;28,9760259757127;0,602655929283203
2019-11-01;P2;Budapest;20,916666;28,8132062415454;64,3314976339796;58,3438155697309;64,646312334972;59,147132281918;0,383115288331334;0,339031643739184;0,385313631861227;0,337273145318451;58,3376733975427;0,338912314282205
2019-11-01;P2;Országos;13,783333;18,2744919372713;39,6244561823409;36,0774603936027;40,0098929814814;36,4762460061852;0,534525263502174;0,544658315467856;0,533516008813012;0,544413300444551;36,0888205880087;0,544837060243871
2019-11-01;P3;Budapest;27,9749995;39,8578758987342;91,0546987093297;82,2433596278881;91,1738157668998;83,6196321661175;0,306908192306657;0,22955171459056;0,307889596760832;0,221500647564433;82,241263883414;0,229434776992347
2019-11-01;P3;Országos;16,816666;25,3232240257693;59,7879380728088;53,6197624071171;59,545717519241;54,768243564632;0,463585655604564;0,449571304414328;0,462997919321714;0,44956039216429;53,6213107036826;0,449729212299238
2019-12-01;Kiemelt P1;Budapest;12,6666665;15,9955396091549;33,2039008400111;30,397603832779;33,7815188595049;30,6258630506011;0,577520696676137;0,597393560840045;0,573621857987507;0,59653053503151;30,400083123251;0,597739734248007
2019-12-01;Kiemelt P1;Országos;12;14,1662807463582;27,2158886716317;25,1042686626967;28,1053353247253;25,2024365788069;0,623364136984566;0,65076403451777;0,613059990201162;0,649126758587077;25,109238525243;0,650740491311828
2019-12-01;P1;Budapest;14,45;18,2611810018726;37,9323187512882;34,6988219035927;38,5919741762901;34,9866965760799;0,516816407069509;0,521649129606035;0,515980908088161;0,521601144513383;34,728695372215;0,521769686952826
2019-12-01;P1;Országos;13,2;16,3930092265406;33,4538116305005;30,7110956893449;34,1443004484656;30,8760810553075;0,560904879601794;0,577075812271907;0,557241843909737;0,576107167851115;30,685242093124;0,576992556119641
2019-12-01;P2;Budapest;21,766666;30,1485046883903;67,5698107038547;61,2299388142972;67,8661556504558;62,1177567339056;0,371512218062013;0,322320083600079;0,373651727621839;0,320020593707793;61,2399660638345;0,322298145430771
2019-12-01;P2;Országos;14,1;18,7235162005719;40,6528926400119;37,0320148440996;41,041362529173;37,4190145085927;0,525163048570362;0,532959731251747;0,524333838897102;0,532412200184618;37,0161751726404;0,532739153882934
2019-12-01;P3;Budapest;30,016666;42,0955861916377;95,1689574804847;86,1228894768981;95,4409107712645;87,4544780465845;0,283857681858989;0,199551467490754;0,286381460471596;0,190041061448127;86,1190611267167;0,199478371156274
2019-12-01;P3;Országos;17,9749995;26,9804181173105;63,5891004320376;57,0607598132726;63,3557354159748;58,254436536495;0,442750679905446;0,42040962457124;0,442020251943593;0,419909169227782;57,0532745532514;0,420444898306459
2020-01-01;Kiemelt P1;Budapest;11,133333;12,7090108229665;23,2523803082423;21,5427084906875;24,2695391077389;21,5707919640304;0,684389598759745;0,718731935897988;0,666226392030459;0,717011245697519;21,527541585321;0,718834571172629
2020-01-01;Kiemelt P1;Országos;9,9;11,4196301454965;21,2221312040474;19,6307158776148;22,0797508974867;19,6837714957097;0,744170977289636;0,78160887824897;0,724983476962543;0,779480861410334;19,6369620977553;0,781572887037548
2020-01-01;P1;Budapest;13,983333;16,6223984315735;32,2350576338537;29,7295946047164;33,2279817113042;29,823007276248;0,537565211471448;0,547620296326964;0,534229147819414;0,547046345022363;29,7089012276237;0,547503421564075
2020-01-01;P1;Országos;12,4916665;14,5428092440063;27,3941877229023;25,3189504386544;28,422287042313;25,401165384489;0,605879637167751;0,63023122852127;0,595638962707782;0,628705293136245;25,3237242114348;0,629997353442528
2020-01-01;P2;Budapest;20,6249995;28,0157876475942;61,8972373435224;56,2385915708425;62,3271340553816;56,9390565620396;0,384816189934332;0,342072134633747;0,38766904837843;0,340550309163112;56,2327906451817;0,342042286449826
2020-01-01;P2;Országos;13,683333;17,9105158715778;38,4191803023242;35,0821547587166;38,8682951794698;35,4109000076771;0,538598192148661;0,549562756956347;0,537190802873902;0,549399758712367;35,0418521003779;0,549819346736023
2020-01-01;P3;Budapest;27,683333;37,9093783835125;84,2863416385265;76,4716260481941;84,7500446705752;77,5048654242055;0,297397408231185;0,219856870824919;0,301686635502155;0,212670807128178;76,4784964492924;0,219818510298564
