DATE;CATEGORY;VALUE;METRIC;GEO
2024-10-01;P4;72,4279606062271;Átlag;Budapest
2024-03-01;P4;22,216666;Medián;Országos
2024-04-01;P4;22;Medián;Országos
2024-05-01;P4;22,266666;Medián;Országos
2024-06-01;P4;22,816666;Medián;Országos
2024-07-01;P4;24,683333;Medián;Országos
2024-08-01;P4;24,2;Medián;Országos
2024-09-01;P4;25,1;Medián;Országos
2024-10-01;P4;24,233333;Medián;Országos
2024-03-01;P4;35,5134039484778;Átlag;Országos
2024-04-01;P4;34,3724575183878;Átlag;Országos
2024-05-01;P4;37,9916387798343;Átlag;Országos
2024-06-01;P4;37,7280967195772;Átlag;Országos
2024-07-01;P4;40,6781846727329;Átlag;Országos
2024-08-01;P4;41,2988974749603;Átlag;Országos
2024-09-01;P4;40,3882005181546;Átlag;Országos
2024-10-01;P4;39,1969868640109;Átlag;Országos
2024-03-01;P5;46;Medián;Budapest
2024-04-01;P5;47,35;Medián;Budapest
2024-05-01;P5;51,766666;Medián;Budapest
2024-06-01;P5;40,65;Medián;Budapest
2024-07-01;P5;35,158333;Medián;Budapest
2024-08-01;P5;59,433333;Medián;Budapest
2024-09-01;P5;38,6749995;Medián;Budapest
2024-10-01;P5;38,683333;Medián;Budapest
2024-03-01;P5;64,2699997172414;Átlag;Budapest
2024-04-01;P5;77,1181315384615;Átlag;Budapest
2024-05-01;P5;87,5524387317073;Átlag;Budapest
2024-06-01;P5;67,2285710571429;Átlag;Budapest
2024-07-01;P5;66,9328943421053;Átlag;Budapest
2024-08-01;P5;84,8052079375;Átlag;Budapest
2024-09-01;P5;55,51874975;Átlag;Budapest
2024-10-01;P5;71,7762816923077;Átlag;Budapest
2024-03-01;P5;19,8249995;Medián;Országos
2024-04-01;P5;19,133333;Medián;Országos
2024-05-01;P5;19,25;Medián;Országos
2024-06-01;P5;17,658333;Medián;Országos
2024-07-01;P5;19,383333;Medián;Országos
2024-08-01;P5;23,033333;Medián;Országos
2024-09-01;P5;21,383333;Medián;Országos
2024-10-01;P5;23,1166665;Medián;Országos
2024-03-01;P5;30,5293950554893;Átlag;Országos
2024-04-01;P5;32,8429475830259;Átlag;Országos
2024-05-01;P5;39,4551539119639;Átlag;Országos
2024-06-01;P5;31,3851220762712;Átlag;Országos
2024-07-01;P5;38,4165345454545;Átlag;Országos
2024-08-01;P5;37,3904879090909;Átlag;Országos
2024-09-01;P5;37,5130359752475;Átlag;Országos
2024-10-01;P5;41,3262893869048;Átlag;Országos
